Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,15,1,1,2,1,1,2,1,1,2,803,19,4,13,1,701,844,31,1,
2013,14,1,1,2,1,1,2,1,1,1,764,44,26,17,1,700,845,28,1,
2014,15,1,1,2,1,1,2,1,1,2,698,63,47,14,1,713,845,95,1,
2015,13,1,1,2,1,1,2,1,1,1,673,87,56,29,1,760,866,117,1,
2016,14,1,1,2,1,1,2,1,1,2,778,110,56,51,2,741,827,114,1,
2017,14,1,1,2,1,1,2,1,1,2,780,110,55,50,2,736,827,116,1,
2018,14,1,1,2,1,1,2,1,1,2,782,111,55,51,2,739,829,119,1,
2019,14,1,1,2,1,1,2,1,1,2,784,113,55,52,2,742,831,123,1,
2020,14,1,1,2,1,1,2,1,1,2,787,114,55,53,2,744,833,126,1,
2021,14,1,1,2,1,1,2,1,1,2,789,116,55,53,2,746,835,130,1,
