Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,6,1,1,1,1,1,1,1,1,2,540,129,7,122,1,690,796,70,1,
2013,5,1,1,1,1,1,1,1,1,1,537,135,18,117,1,696,819,76,1,
2014,5,1,1,1,1,1,1,1,1,1,456,92,17,74,1,657,767,21,1,
2015,6,1,1,1,1,1,1,1,1,1,456,129,19,98,10,611,758,6,1,
2016,3,1,1,1,1,1,1,1,1,1,446,130,11,94,24,645,786,8,1,
2017,2,1,1,1,1,1,1,1,1,1,456,128,10,94,22,653,788,8,1,
2018,2,1,1,1,1,1,1,1,1,1,456,130,10,95,22,654,790,8,1,
2019,2,1,1,1,1,1,1,1,1,1,457,132,11,97,23,656,791,9,1,
2020,2,1,1,1,1,1,1,1,1,1,458,133,11,98,24,658,793,9,1,
2021,2,1,1,1,1,1,1,1,1,1,460,135,11,100,24,660,795,9,1,
