Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,276,1,19,43,28,6,42,13,12,4,17571,101,37,56,6,703,790,86,1,
2013,276,1,20,45,27,6,43,13,13,6,17207,99,30,61,7,707,790,74,1,
2014,292,1,20,46,30,5,46,17,11,4,17448,111,32,67,11,722,802,81,4,
2015,294,1,16,53,30,5,48,13,11,6,17599,125,39,73,11,713,794,83,3,
2016,300,1,17,53,33,4,43,12,11,7,17606,112,32,68,11,717,806,79,4,
2017,300,1,17,51,33,4,42,12,10,6,17652,112,31,68,11,720,808,81,4,
2018,302,1,17,52,33,4,42,12,10,6,17699,114,31,70,11,722,810,83,4,
2019,304,1,17,52,33,4,42,12,10,6,17748,115,31,71,12,724,811,85,4,
2020,305,1,18,53,34,4,42,13,10,6,17796,117,31,72,12,726,813,88,4,
2021,307,1,18,53,34,4,43,13,10,6,17845,118,31,73,12,729,815,90,4,
