Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,21,1,1,3,1,1,2,1,1,1,2034,38,16,21,1,678,770,46,1,
2013,20,1,1,2,1,1,2,1,1,1,1984,30,12,18,1,649,758,67,1,
2014,22,1,1,3,1,1,2,1,1,1,1893,29,13,14,2,678,771,69,1,
2015,22,1,1,3,1,1,2,1,1,1,1981,30,10,16,3,684,752,54,1,
2016,27,1,1,2,1,1,1,1,1,1,2367,56,10,43,2,694,767,85,1,
2017,27,1,1,2,1,1,1,1,1,1,2376,56,10,43,2,695,770,88,1,
2018,27,1,1,2,1,1,1,1,1,1,2383,57,10,44,2,697,771,90,1,
2019,27,1,1,2,1,1,1,1,1,1,2389,57,10,44,2,699,773,93,1,
2020,27,1,1,2,1,1,1,1,1,1,2396,58,10,45,2,701,775,95,1,
2021,27,1,1,2,1,1,1,1,1,1,2402,59,10,46,2,703,776,98,1,
