Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,45,3,1,3,1,3,7,1,5,6,2336,104,32,64,6,639,730,39,2,
2013,42,3,1,3,1,2,6,1,5,4,2421,107,31,68,7,657,748,46,2,
2014,38,2,1,3,1,2,6,1,4,3,2365,142,44,79,18,690,767,37,1,
2015,36,1,1,3,1,2,4,1,4,4,2306,142,52,69,20,660,751,31,1,
2016,37,1,1,3,1,2,4,1,4,3,2187,126,45,61,19,647,746,29,1,
2017,37,1,1,3,1,1,4,1,3,2,2195,127,44,62,19,653,748,30,1,
2018,37,1,1,3,1,2,4,1,3,2,2200,129,44,63,20,654,750,30,1,
2019,37,1,1,3,1,2,4,1,3,2,2206,130,44,64,20,656,752,31,1,
2020,37,1,1,3,1,2,4,1,3,3,2212,132,44,65,21,658,753,32,1,
2021,38,1,1,3,1,2,4,1,3,3,2218,133,44,66,21,660,755,33,1,
