Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,31,1,1,10,1,2,2,1,2,3,718,116,43,25,48,781,876,48,1,
2013,27,1,1,7,1,2,2,1,5,2,802,104,43,43,17,784,857,13,1,
2014,26,1,1,6,1,2,2,1,5,2,914,235,65,157,12,780,832,16,1,
2015,30,1,1,8,1,3,2,1,4,4,960,221,55,153,13,777,848,42,1,
2016,30,1,1,9,1,3,1,1,3,2,1057,192,38,148,5,731,835,70,1,
2017,29,1,1,8,1,2,1,1,3,1,1056,194,38,150,5,733,836,69,1,
2018,29,1,1,8,1,2,1,1,3,1,1058,197,38,152,5,735,837,71,1,
2019,29,1,1,8,1,2,1,1,3,1,1062,199,38,155,5,738,839,73,1,
2020,30,1,1,8,1,2,1,1,3,1,1064,201,38,157,5,740,841,75,1,
2021,30,1,1,8,1,2,1,1,3,1,1067,204,38,160,5,742,843,77,1,
