Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,6,1,1,1,1,1,1,1,2,1,155,180,58,122,1,761,890,58,1,
2013,6,1,1,1,1,1,1,1,1,1,178,1,1,1,1,853,915,140,1,
2014,4,1,1,1,1,1,1,1,1,1,206,4,1,4,1,854,912,92,1,
2015,3,1,1,1,1,1,1,1,1,1,270,7,1,7,1,833,903,77,1,
2016,4,1,1,1,1,1,1,1,2,1,273,3,1,3,1,827,875,62,1,
2017,4,1,1,1,1,1,1,1,1,1,271,2,1,2,1,832,877,64,1,
2018,4,1,1,1,1,1,1,1,1,1,272,2,1,3,1,834,879,66,1,
2019,4,1,1,1,1,1,1,1,1,1,272,3,1,3,1,837,881,67,1,
2020,4,1,1,1,1,1,1,1,1,1,273,3,1,3,1,839,883,69,1,
2021,4,1,1,1,1,1,1,1,1,1,274,3,1,3,1,842,885,71,1,
