Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,4,1,1,2,1,1,1,1,1,1,445,119,22,69,26,687,739,35,4,
2013,4,1,1,2,1,1,1,1,1,1,412,121,21,67,31,618,665,19,4,
2014,4,1,1,2,1,1,1,1,1,1,488,104,12,63,28,643,711,26,4,
2015,3,1,1,1,1,1,1,1,1,1,361,130,24,74,30,753,833,49,5,
2016,3,1,1,1,1,1,1,1,1,1,473,154,29,93,31,706,826,31,1,
2017,3,1,1,1,1,1,1,1,1,1,473,157,27,95,30,692,819,31,1,
2018,3,1,1,1,1,1,1,1,1,1,475,159,27,96,31,697,821,32,1,
2019,3,1,1,1,1,1,1,1,1,1,476,161,27,98,32,698,823,32,1,
2020,3,1,1,1,1,1,1,1,1,1,478,163,27,99,33,700,825,33,1,
2021,3,1,1,1,1,1,1,1,1,1,479,165,27,101,34,702,827,34,1,
