Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,5,1,1,1,1,1,1,1,1,1,216,166,83,83,1,731,824,92,1,
2013,5,1,1,1,1,1,1,1,1,1,179,106,55,50,1,798,854,117,1,
2014,5,1,1,1,1,1,1,1,1,1,165,109,66,42,1,793,842,151,1,
2015,3,1,1,1,1,1,1,1,1,1,171,64,29,35,1,725,795,140,1,
2016,1,1,1,1,1,1,1,1,1,1,136,14,1,14,1,713,808,125,1,
2017,1,1,1,1,1,1,1,1,1,1,135,14,1,14,1,724,813,129,1,
2018,1,1,1,1,1,1,1,1,1,1,135,14,1,14,1,725,814,132,1,
2019,1,1,1,1,1,1,1,1,1,1,136,14,1,14,1,727,816,136,1,
2020,1,1,1,1,1,1,1,1,1,1,136,14,1,14,1,729,818,140,1,
2021,1,1,1,1,1,1,1,1,1,1,136,15,1,15,1,731,820,144,1,
