Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,235,1,3,12,28,20,40,9,8,6,9892,90,19,58,12,696,789,44,1,
2013,225,1,2,13,27,19,37,9,10,5,9856,92,17,63,11,700,795,53,1,
2014,233,1,2,13,30,19,38,10,11,4,9806,91,15,61,14,716,811,66,1,
2015,233,1,3,14,34,21,40,11,10,3,9790,82,16,51,14,715,802,66,1,
2016,231,1,3,14,37,19,37,8,10,5,9767,91,25,51,14,717,804,65,2,
2017,234,1,2,14,36,18,37,8,10,5,9795,92,24,52,14,719,806,66,2,
2018,234,1,2,14,37,18,37,8,10,5,9822,93,24,53,14,721,808,68,2,
2019,236,1,2,14,37,18,37,8,10,5,9849,95,24,53,15,723,810,70,2,
2020,237,1,2,14,37,18,37,8,9,5,9876,96,24,54,15,725,811,72,2,
2021,238,1,2,14,38,18,37,8,9,5,9903,97,24,55,16,728,813,74,2,
