Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,18,1,1,2,2,2,3,1,1,1,1068,279,96,165,16,646,772,37,7,
2013,17,1,1,2,3,3,1,1,1,1,1083,292,94,182,15,674,766,32,3,
2014,17,1,1,2,3,3,1,1,1,1,1206,328,118,192,17,674,755,33,7,
2015,17,1,1,2,3,3,1,1,1,1,1041,331,146,166,19,678,780,31,8,
2016,15,1,1,2,3,2,1,1,1,1,968,255,106,148,1,728,801,30,10,
2017,15,1,1,2,3,2,1,1,1,1,975,259,104,151,1,729,801,30,10,
2018,15,1,1,2,3,2,1,1,1,1,977,262,104,154,1,732,803,31,10,
2019,15,1,1,2,3,2,1,1,1,1,980,265,104,156,1,734,804,32,10,
2020,15,1,1,2,3,2,1,1,1,1,983,268,104,159,1,736,806,33,10,
2021,15,1,1,2,3,2,1,1,1,1,986,271,104,161,1,738,808,34,11,
