Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,546,1,16,61,39,19,92,14,38,22,15258,28,8,15,5,700,771,66,1,
2013,552,1,23,63,39,19,94,14,40,17,15405,35,9,19,7,707,791,67,1,
2014,565,1,25,63,41,21,101,15,38,16,15224,20,1,15,5,708,792,72,1,
2015,583,1,24,62,42,24,113,17,35,19,15667,15,1,10,4,712,806,61,1,
2016,596,1,25,62,44,23,117,16,37,20,15873,13,1,9,2,699,816,64,1,
2017,599,1,25,62,44,22,115,15,37,19,15882,13,1,9,2,700,817,66,1,
2018,602,1,25,63,44,22,115,16,37,20,15928,13,1,9,2,702,818,68,1,
2019,605,1,25,63,45,22,116,16,36,20,15972,13,1,9,2,705,820,70,1,
2020,608,1,26,64,45,22,116,16,36,20,16016,13,1,9,2,707,822,72,1,
2021,611,1,26,64,45,22,116,16,36,20,16060,14,1,9,2,709,824,74,1,
