Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,811,1,42,37,65,14,209,62,71,11,16761,217,84,107,24,677,780,141,3,
2013,844,1,38,43,72,16,226,61,73,13,16918,211,77,109,25,689,783,143,6,
2014,877,1,35,41,75,11,242,65,72,17,17194,180,52,101,26,720,812,150,7,
2015,889,1,45,39,77,11,248,68,76,17,17456,172,45,94,32,739,841,156,7,
2016,940,1,52,39,77,12,265,70,84,19,18118,154,39,91,23,732,838,147,6,
2017,946,1,50,39,77,12,265,70,83,19,18177,156,39,92,23,731,838,151,6,
2018,950,1,51,40,78,12,266,71,82,19,18226,158,39,94,24,734,840,155,6,
2019,956,1,51,40,79,12,266,72,82,19,18276,160,39,95,24,736,842,159,6,
2020,961,1,52,40,79,12,267,73,82,20,18326,162,39,97,25,738,843,164,6,
2021,966,1,52,40,80,12,268,74,81,20,18377,164,39,99,26,740,845,168,6,
