Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,3,1,1,1,1,1,1,1,1,1,71,1,1,1,1,830,1000,1,1,
2013,2,1,1,1,1,1,1,1,1,1,127,480,1,480,1,811,1000,1,1,
2014,2,1,1,1,1,1,1,1,1,1,116,534,1,534,1,750,1000,1,1,
2015,1,1,1,1,1,1,1,1,1,1,152,486,1,486,1,677,894,1,1,
2016,1,1,1,1,1,1,1,1,1,1,110,654,1,654,1,700,836,1,1,
2017,1,1,1,1,1,1,1,1,1,1,107,659,1,663,1,712,843,1,1,
2018,1,1,1,1,1,1,1,1,1,1,108,668,1,674,1,712,845,1,1,
2019,1,1,1,1,1,1,1,1,1,1,108,676,1,685,1,715,847,1,1,
2020,1,1,1,1,1,1,1,1,1,1,109,684,1,696,1,717,849,1,1,
2021,1,1,1,1,1,1,1,1,1,1,109,693,1,708,1,719,851,1,1,
