Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,10,1,1,3,1,1,1,1,1,3,1318,270,158,103,9,546,639,30,1,
2013,10,1,1,3,1,1,1,1,1,2,1405,298,167,118,12,596,677,32,1,
2014,10,1,1,4,1,1,1,1,1,1,1275,237,112,111,13,647,742,36,1,
2015,6,1,1,3,1,1,1,1,1,1,1410,223,112,99,12,600,684,26,1,
2016,8,1,1,3,1,1,1,1,1,1,1310,164,70,83,10,667,738,35,3,
2017,8,1,1,3,1,1,1,1,1,1,1297,165,69,84,10,676,743,36,3,
2018,8,1,1,3,1,1,1,1,1,1,1303,167,69,85,10,677,744,37,3,
2019,8,1,1,3,1,1,1,1,1,1,1306,169,69,87,10,679,746,38,3,
2020,8,1,1,3,1,1,1,1,1,1,1310,171,69,88,11,681,748,39,3,
2021,8,1,1,3,1,1,1,1,1,1,1314,173,69,90,11,683,749,40,3,
