Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,5,1,1,2,1,1,1,1,1,1,166,1,1,1,1,879,879,168,1,
2013,5,1,1,2,1,1,1,1,1,1,115,78,1,78,1,800,800,121,1,
2014,5,1,1,2,1,1,1,1,1,1,131,68,1,68,1,778,793,129,1,
2015,5,1,1,2,1,1,1,1,1,1,155,103,32,70,1,664,683,103,1,
2016,4,1,1,1,1,1,1,1,1,1,150,153,40,113,1,686,706,93,1,
2017,4,1,1,1,1,1,1,1,1,1,149,156,34,115,1,703,713,96,1,
2018,4,1,1,1,1,1,1,1,1,1,149,158,34,117,1,703,714,99,1,
2019,4,1,1,1,1,1,1,1,1,1,149,160,34,119,1,705,716,102,1,
2020,4,1,1,1,1,1,1,1,1,1,150,162,34,121,1,707,718,104,1,
2021,4,1,1,1,1,1,1,1,1,1,150,164,34,123,1,709,719,107,1,
