Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,159,1,4,19,8,21,19,2,14,3,3493,45,5,37,2,771,879,149,1,
2013,158,1,5,19,8,23,21,4,13,3,3475,40,5,31,4,751,874,140,1,
2014,148,1,5,17,7,22,21,2,10,4,3464,84,22,55,6,750,870,133,1,
2015,159,2,4,18,7,21,21,3,11,6,3517,93,24,63,5,714,854,126,1,
2016,157,2,4,17,8,21,19,1,10,6,3572,144,53,85,5,695,836,109,1,
2017,156,1,4,17,8,21,19,0,9,5,3588,144,52,85,5,702,838,112,1,
2018,157,1,4,17,8,21,19,0,9,5,3597,146,52,87,5,703,840,115,1,
2019,158,1,4,17,8,21,19,0,9,5,3607,148,52,88,5,705,842,118,1,
2020,159,1,4,17,8,21,19,0,9,5,3617,150,52,90,5,707,844,122,1,
2021,159,1,4,17,8,21,19,1,9,5,3627,151,52,91,5,709,846,125,1,
