Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,136,1,2,36,6,3,12,6,9,3,10740,73,27,31,14,680,789,36,1,
2013,156,1,2,43,7,4,18,6,9,3,10524,90,34,43,12,683,794,45,1,
2014,176,1,4,41,6,4,17,7,11,5,10829,76,23,42,10,694,812,53,1,
2015,197,1,4,49,9,5,16,9,12,5,11548,60,15,35,8,684,796,46,2,
2016,203,1,4,56,10,6,18,9,12,5,12077,58,11,40,5,672,789,38,2,
2017,202,1,4,55,9,5,18,8,11,5,12121,59,11,40,5,675,791,39,1,
2018,203,1,4,55,9,5,18,8,11,5,12151,59,11,41,5,677,793,40,2,
2019,204,1,4,56,9,5,18,9,11,5,12184,60,11,42,5,679,795,41,2,
2020,205,1,4,56,9,5,18,9,11,5,12218,61,11,42,5,681,797,42,2,
2021,206,1,4,56,10,5,18,9,11,5,12251,62,11,43,5,683,798,43,2,
