Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,9,1,1,2,1,1,1,1,1,1,2034,234,149,81,2,637,747,66,1,
2013,9,1,1,2,1,1,1,1,1,1,2005,236,149,73,13,611,715,46,1,
2014,8,1,1,2,1,1,1,1,1,1,1766,311,178,115,16,609,698,49,1,
2015,9,1,1,2,1,1,1,1,1,1,1840,420,191,201,27,578,678,26,1,
2016,9,1,1,2,1,1,2,1,1,1,1832,514,204,276,33,561,664,22,1,
2017,8,1,1,2,1,1,2,1,1,1,1855,510,204,273,33,566,666,23,1,
2018,8,1,1,2,1,1,2,1,1,1,1858,517,204,278,34,568,668,23,1,
2019,8,1,1,2,1,1,2,1,1,1,1863,523,204,282,35,569,669,24,1,
2020,9,1,1,2,1,1,2,1,1,1,1868,530,204,287,36,571,671,25,1,
2021,9,1,1,2,1,1,2,1,1,1,1874,536,204,292,37,573,672,25,1,
