Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,255,18,4,28,29,18,27,6,11,11,11905,245,93,136,15,678,803,56,1,
2013,256,19,4,26,29,19,26,6,13,12,11464,219,79,123,15,683,805,54,1,
2014,244,17,5,26,28,18,25,6,12,12,11207,236,89,132,14,684,798,62,1,
2015,235,16,5,23,27,19,24,5,10,12,11046,237,78,141,17,695,809,63,1,
2016,228,14,4,23,26,19,23,6,8,11,10984,181,48,113,18,728,826,77,1,
2017,229,14,4,23,26,18,23,6,8,11,11016,183,48,114,18,728,827,79,1,
2018,230,14,4,23,26,18,23,6,8,11,11047,185,48,116,18,731,829,81,1,
2019,232,14,4,23,26,18,23,6,8,11,11077,187,48,118,19,733,831,83,1,
2020,233,14,4,24,27,18,23,6,8,11,11108,190,48,120,19,735,832,86,1,
2021,234,14,4,24,27,18,23,6,8,11,11138,192,48,122,20,737,834,88,1,
