Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,110,1,2,24,6,11,13,2,6,7,4233,57,10,32,13,698,785,44,1,
2013,100,1,2,22,6,10,12,3,4,7,4512,70,14,44,12,700,777,50,1,
2014,98,1,1,23,7,10,12,3,5,6,4591,47,7,30,9,711,780,46,1,
2015,97,1,1,23,7,8,11,5,5,6,4612,40,5,26,9,705,783,44,1,
2016,100,1,1,26,8,9,11,5,3,6,4519,32,4,23,4,707,794,51,1,
2017,101,1,1,26,8,9,11,4,2,6,4529,32,4,23,4,710,795,52,1,
2018,101,1,1,26,8,9,11,4,2,6,4542,32,4,23,4,712,797,54,1,
2019,102,1,1,26,8,9,11,4,2,6,4555,33,4,24,4,714,799,55,1,
2020,102,1,1,26,8,9,11,4,2,6,4567,33,4,24,4,716,801,57,1,
2021,103,1,1,27,8,9,11,4,2,6,4580,34,4,25,4,718,802,58,1,
