Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,1,1,1,1,1,1,1,1,1,1,207,1,1,1,1,971,1000,1,1,
2013,1,1,1,1,1,1,1,1,1,1,204,1,1,1,1,975,1000,1,1,
2014,1,1,1,1,1,1,1,1,1,1,175,1,1,1,1,965,1000,1,1,
2015,2,1,1,1,1,1,1,1,1,1,52,1,1,1,1,923,1000,1,1,
2016,2,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1000,1000,1,1,
2017,1,1,1,1,1,1,1,1,1,1,21,1,1,1,1,1009,1002,1,1,
2018,1,1,1,1,1,1,1,1,1,1,21,1,1,1,1,1011,1004,1,1,
2019,1,1,1,1,1,1,1,1,1,1,21,1,1,1,1,1014,1006,1,1,
2020,1,1,1,1,1,1,1,1,1,1,21,1,1,1,1,1017,1009,1,1,
2021,1,1,1,1,1,1,1,1,1,1,21,1,1,1,1,1020,1011,1,1,
