Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,145,1,2,43,8,14,9,6,9,9,6579,116,31,79,5,690,836,95,1,
2013,153,1,2,47,8,15,10,6,9,7,6480,94,19,72,3,716,843,80,2,
2014,153,1,3,46,8,16,10,6,9,8,6269,75,10,60,4,729,852,91,2,
2015,154,1,5,52,8,13,11,6,9,8,6379,57,11,41,3,705,832,56,4,
2016,158,1,4,48,8,12,14,6,10,6,6265,90,22,65,3,705,830,63,5,
2017,160,1,3,47,8,12,13,6,9,6,6292,92,21,67,3,710,833,66,4,
2018,160,1,3,48,8,12,13,6,9,6,6308,93,21,68,3,712,834,67,5,
2019,161,1,3,48,8,12,14,6,9,6,6326,94,21,69,3,714,836,69,5,
2020,162,1,3,48,8,12,14,6,9,6,6343,95,21,70,3,716,838,71,5,
2021,163,1,3,49,8,12,14,6,9,6,6360,96,21,71,3,718,840,73,5,
