Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,12,2,2,1,1,1,2,1,1,4,1015,85,18,56,10,670,765,20,1,
2013,11,2,2,1,1,1,2,1,1,4,1024,105,19,80,5,627,775,26,1,
2014,15,2,2,1,1,1,1,1,1,6,1027,106,17,82,5,655,787,42,1,
2015,16,2,2,2,1,1,1,1,1,6,974,125,22,92,10,726,833,52,1,
2016,15,2,2,2,1,1,1,1,1,5,1090,104,24,71,8,724,828,50,1,
2017,14,2,2,1,1,1,1,1,1,5,1097,105,23,72,7,716,826,51,1,
2018,15,2,2,1,1,1,1,1,1,5,1100,106,23,73,8,719,828,52,1,
2019,15,2,2,1,1,1,1,1,1,5,1103,108,23,74,8,721,830,54,1,
2020,15,2,2,1,1,1,1,1,1,5,1106,109,23,75,8,723,832,55,1,
2021,15,2,2,1,1,1,1,1,1,5,1109,110,23,77,8,725,834,57,1,
