Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,3,1,1,1,1,1,1,1,1,1,167,95,1,95,1,916,1000,65,1,
2013,3,1,1,1,1,1,1,1,1,1,151,66,1,66,1,933,1000,66,1,
2014,2,1,1,1,1,1,1,1,1,1,157,63,1,63,1,942,1000,63,1,
2015,3,1,1,1,1,1,1,1,1,1,178,1,1,1,1,949,1000,84,1,
2016,2,1,1,1,1,1,1,1,1,1,179,33,1,33,1,938,1000,33,1,
2017,1,1,1,1,1,1,1,1,1,1,174,40,1,39,1,940,1002,33,1,
2018,1,1,1,1,1,1,1,1,1,1,175,40,1,39,1,943,1004,34,1,
2019,1,1,1,1,1,1,1,1,1,1,176,41,1,40,1,945,1006,35,1,
2020,1,1,1,1,1,1,1,1,1,1,176,41,1,40,1,948,1009,36,1,
2021,1,1,1,1,1,1,1,1,1,1,176,42,1,41,1,951,1011,37,1,
