Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,27,1,1,2,5,1,5,1,1,1,2039,196,73,94,28,722,811,50,1,
2013,27,1,1,2,5,1,5,1,1,1,1958,128,55,52,20,731,824,64,1,
2014,29,2,1,2,6,1,5,1,1,1,1825,92,27,55,9,738,829,70,1,
2015,25,2,1,1,4,1,5,1,1,1,1836,115,34,71,9,718,815,59,5,
2016,28,2,1,3,4,1,5,1,1,1,1640,134,45,80,8,710,834,71,5,
2017,28,2,1,3,4,1,4,1,1,1,1639,134,44,80,8,715,836,73,4,
2018,28,2,1,3,4,1,4,1,1,1,1645,135,44,81,8,716,838,75,4,
2019,28,2,1,3,4,1,5,1,1,1,1649,137,44,83,8,718,840,77,4,
2020,28,2,1,3,4,1,5,1,1,1,1654,139,44,84,8,721,842,79,5,
2021,29,2,1,3,4,1,5,1,1,1,1658,141,44,85,9,723,844,82,5,
