Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,621,1,21,116,55,6,167,37,20,8,35954,61,19,38,3,678,794,85,1,
2013,635,1,24,112,58,7,169,44,21,10,36292,51,14,32,3,692,804,82,1,
2014,633,1,25,115,54,7,166,50,18,9,35622,52,16,32,3,699,804,88,2,
2015,650,1,30,124,52,4,170,51,17,10,35848,54,18,32,4,704,810,94,2,
2016,641,1,30,120,51,1,172,50,17,9,35586,46,11,30,4,712,808,90,1,
2017,642,1,29,119,51,1,172,50,17,9,35706,46,10,30,4,713,809,92,1,
2018,645,1,29,120,52,1,172,51,16,9,35800,47,10,31,4,715,811,95,1,
2019,649,1,30,121,52,1,172,51,16,9,35899,47,10,31,4,717,813,97,1,
2020,652,1,30,122,53,1,173,52,16,9,35997,48,10,32,4,720,814,100,1,
2021,656,1,30,123,53,1,173,53,16,9,36096,48,10,32,4,722,816,103,1,
