Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,27,1,1,4,2,2,3,1,1,2,1667,334,99,164,70,701,797,20,1,
2013,28,1,1,4,2,3,3,1,1,2,1863,377,122,214,40,683,787,25,1,
2014,29,1,1,2,2,2,3,1,1,4,1906,333,119,188,25,700,794,19,1,
2015,29,1,1,3,2,2,4,1,1,3,2160,338,129,185,23,717,800,18,1,
2016,29,1,1,3,2,2,3,1,1,2,1959,254,83,160,10,769,842,25,1,
2017,29,1,1,2,2,2,2,1,1,2,1957,257,83,163,10,769,843,25,1,
2018,29,1,1,2,2,2,2,1,1,2,1962,260,83,165,10,771,845,26,1,
2019,29,1,1,2,2,2,2,1,1,2,1968,264,83,168,10,773,847,27,1,
2020,29,1,1,2,2,2,2,1,1,2,1973,267,83,171,11,776,849,28,1,
2021,29,1,1,2,2,2,2,1,1,2,1979,270,83,173,11,778,851,28,1,
