Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,57,1,3,4,4,2,4,3,1,1,1528,98,6,83,7,840,958,86,15,
2013,52,1,2,5,4,2,4,2,1,1,1314,108,9,89,9,832,942,86,14,
2014,56,1,3,5,3,2,5,3,1,1,1373,141,10,105,24,881,953,56,12,
2015,49,1,2,5,3,2,5,2,1,1,1168,202,23,142,36,903,946,41,11,
2016,53,1,4,5,3,2,5,3,1,1,1588,195,66,96,32,799,851,40,10,
2017,54,1,4,4,3,1,4,3,1,1,1599,196,63,97,32,798,853,41,10,
2018,54,1,4,5,3,2,4,3,1,1,1604,198,63,98,33,801,855,42,10,
2019,54,1,4,5,3,2,4,3,1,1,1608,201,63,100,33,803,857,44,10,
2020,54,1,4,5,3,2,5,3,1,1,1613,203,63,101,34,806,858,45,11,
2021,55,1,4,5,3,2,5,3,1,1,1617,206,63,103,35,808,860,46,11,
