Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,201,1,15,1,8,1,99,13,5,1,5507,22,3,13,5,670,696,82,1,
2013,210,1,11,1,10,1,98,14,6,1,6217,21,2,11,6,657,682,89,1,
2014,194,1,14,2,10,1,77,14,7,1,5903,23,3,8,12,692,714,126,1,
2015,170,1,9,1,9,1,69,14,5,1,5730,34,4,12,17,672,690,127,1,
2016,180,1,13,1,9,1,67,14,4,1,5635,47,9,21,16,694,722,140,1,
2017,182,1,13,1,9,1,67,14,4,1,5637,46,8,21,16,699,725,144,1,
2018,183,1,13,1,9,1,67,14,4,1,5656,47,8,21,16,700,726,148,1,
2019,184,1,14,1,9,1,67,14,4,1,5671,47,8,21,17,702,728,152,1,
2020,185,1,14,1,9,1,68,14,4,1,5687,48,8,22,17,705,729,156,1,
2021,186,1,14,1,9,1,68,14,4,1,5703,49,8,22,18,707,731,161,1,
