Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,406,1,4,76,16,19,33,20,24,22,28433,107,31,64,10,715,815,104,1,
2013,415,1,5,79,15,21,37,24,22,22,28730,111,30,71,9,722,820,104,1,
2014,400,1,6,75,16,18,37,24,22,21,30348,93,25,59,8,716,823,100,1,
2015,401,1,6,80,18,17,35,25,19,21,31499,79,16,51,10,719,816,110,1,
2016,411,1,8,81,17,15,42,24,19,19,31583,78,17,50,10,718,817,110,1,
2017,414,1,8,80,16,15,42,24,19,19,31616,79,17,51,10,720,819,112,1,
2018,416,1,8,81,17,15,42,24,19,19,31706,80,17,51,10,722,821,116,1,
2019,418,1,8,82,17,15,42,24,19,19,31793,81,17,52,10,724,823,119,1,
2020,420,1,8,82,17,15,42,25,19,20,31881,82,17,53,11,726,824,122,1,
2021,422,1,8,83,17,15,42,25,18,20,31968,83,17,54,11,728,826,126,1,
