Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,300,1,3,42,33,15,38,10,23,12,15404,205,84,104,15,702,800,68,4,
2013,285,1,5,37,32,15,37,7,23,14,15334,180,73,98,8,697,816,72,5,
2014,286,1,5,35,31,16,37,7,24,11,15315,181,70,102,8,703,816,72,5,
2015,284,1,4,35,32,16,37,7,21,11,14969,170,58,99,12,716,823,71,4,
2016,276,1,4,34,31,14,36,7,21,11,15222,146,41,90,14,723,824,69,4,
2017,277,1,4,34,31,14,35,7,21,11,15274,148,41,91,14,723,825,71,4,
2018,278,1,4,34,31,14,36,7,21,11,15317,150,41,93,14,725,827,73,4,
2019,280,1,4,34,31,14,36,7,21,11,15359,151,41,94,14,728,829,75,4,
2020,281,1,4,34,31,14,36,7,21,11,15401,153,41,96,15,730,831,77,4,
2021,283,1,4,35,32,14,36,7,20,11,15443,155,41,97,15,732,832,79,4,
