Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,88,1,6,18,7,1,8,2,5,6,3554,72,21,43,7,738,807,67,1,
2013,84,2,5,13,7,1,7,2,5,5,3698,82,19,57,5,719,809,64,1,
2014,84,1,5,15,7,1,7,1,5,5,3753,99,22,72,4,726,828,69,1,
2015,89,1,6,15,6,1,7,2,4,4,3925,101,26,66,7,736,828,67,1,
2016,93,1,6,16,6,3,8,4,4,5,3687,67,19,38,9,742,836,53,1,
2017,92,1,5,16,6,3,8,3,4,5,3697,68,18,38,9,743,837,54,1,
2018,93,1,5,16,6,3,8,3,4,5,3706,68,18,39,9,745,839,56,1,
2019,93,1,6,16,6,3,8,3,4,5,3717,69,18,40,9,747,841,57,1,
2020,94,1,6,16,6,3,8,3,4,5,3727,70,18,40,9,749,843,59,1,
2021,94,1,6,16,6,3,8,3,4,5,3737,71,18,41,10,752,845,61,1,
