Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,1,1,1,1,1,1,1,1,1,1,447,449,176,268,4,527,778,8,1,
2013,2,1,1,1,1,1,1,1,1,1,494,457,174,279,4,623,827,8,1,
2014,3,1,1,1,1,1,1,1,1,1,462,426,170,244,10,586,796,17,1,
2015,3,1,1,1,1,1,1,1,1,1,463,347,144,198,4,572,775,23,1,
2016,4,1,1,1,1,1,1,1,1,1,396,282,131,148,2,628,803,42,1,
2017,4,1,1,1,1,1,1,1,1,1,395,287,131,151,2,632,806,42,1,
2018,4,1,1,1,1,1,1,1,1,1,396,290,131,153,2,633,808,43,1,
2019,4,1,1,1,1,1,1,1,1,1,397,294,131,156,2,635,809,45,1,
2020,4,1,1,1,1,1,1,1,1,1,398,298,132,158,2,637,811,46,1,
2021,4,1,1,1,1,1,1,1,1,1,399,301,132,161,2,639,813,47,1,
