Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,273,1,4,17,28,1,98,25,19,3,11661,32,13,17,1,586,672,22,1,
2013,271,1,5,18,32,1,97,20,16,2,11617,36,15,18,2,596,674,21,1,
2014,296,1,6,20,34,1,110,24,20,2,12236,35,15,17,3,590,670,19,1,
2015,285,1,5,17,31,1,107,23,24,2,12714,34,15,15,3,609,683,14,1,
2016,300,1,6,17,34,1,112,26,21,2,13183,37,13,21,2,613,691,19,1,
2017,302,1,6,17,34,1,112,26,20,2,13188,37,13,21,2,612,691,19,1,
2018,304,1,6,17,34,1,112,26,20,2,13229,38,13,21,2,614,693,20,1,
2019,305,1,6,17,35,1,112,27,20,2,13265,38,13,22,2,616,694,20,1,
2020,307,1,6,17,35,1,113,27,20,2,13301,39,13,22,2,618,696,21,1,
2021,308,1,6,18,35,1,113,27,20,2,13338,39,13,22,2,619,698,22,1,
