Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,16,1,1,2,1,1,2,1,2,1,1486,71,10,44,16,704,753,57,1,
2013,12,1,1,1,1,1,2,1,2,1,1347,68,15,31,21,737,809,69,1,
2014,11,1,1,1,1,1,2,1,2,1,1443,68,27,33,8,707,779,52,1,
2015,10,1,1,1,1,1,1,1,2,1,1607,123,31,67,23,691,794,41,1,
2016,12,1,1,1,1,1,2,1,2,2,1839,127,34,71,21,650,775,43,1,
2017,12,1,1,1,1,0,2,1,1,2,1851,124,33,70,20,654,775,44,1,
2018,12,1,1,1,1,0,2,1,1,2,1855,126,33,71,21,655,777,45,1,
2019,12,1,1,1,1,0,2,1,1,2,1860,127,33,72,21,657,779,47,1,
2020,12,1,1,1,1,0,2,1,1,2,1865,129,33,73,22,659,781,48,1,
2021,12,1,1,1,1,0,2,1,1,2,1870,131,33,74,22,661,782,49,1,
