Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,55,1,3,7,2,4,6,1,3,8,1579,48,6,34,7,772,844,72,2,
2013,53,1,4,6,2,4,6,1,3,6,1653,94,31,52,11,756,837,64,1,
2014,53,1,4,6,2,4,6,1,3,7,1865,142,63,67,11,683,765,41,1,
2015,52,1,3,6,2,4,6,1,3,6,1710,156,67,80,8,695,781,46,1,
2016,50,1,3,6,2,4,6,1,2,6,1875,136,69,62,4,646,748,40,1,
2017,50,1,3,6,2,4,6,1,1,6,1882,137,68,62,4,646,748,41,1,
2018,50,1,3,6,2,4,6,1,1,6,1887,139,68,63,4,648,750,42,1,
2019,50,1,3,6,2,4,6,1,1,6,1892,140,68,64,4,650,752,43,1,
2020,51,1,3,6,2,4,6,1,1,6,1898,142,68,65,4,652,753,44,1,
2021,51,1,3,6,2,4,6,1,1,6,1903,144,68,66,4,654,755,45,1,
