Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,41,1,1,10,2,2,6,1,3,1,1681,46,11,13,21,692,820,60,1,
2013,41,1,1,10,4,2,6,1,3,1,1610,32,5,11,14,700,810,79,1,
2014,43,1,1,12,4,2,6,1,3,1,1556,26,3,12,10,679,805,57,1,
2015,43,1,1,11,4,2,6,1,4,1,1575,33,4,16,12,704,809,64,1,
2016,44,1,1,11,3,3,6,1,4,1,1675,57,10,36,10,707,811,71,1,
2017,44,1,1,11,3,3,6,1,3,1,1678,57,9,36,10,705,812,72,1,
2018,44,1,1,11,3,3,6,1,3,1,1683,58,9,36,10,708,814,74,1,
2019,44,1,1,11,3,3,6,1,3,1,1688,58,9,37,10,710,816,76,1,
2020,44,1,1,11,3,3,6,1,3,1,1693,59,9,38,11,712,818,79,1,
2021,45,1,1,11,3,3,6,1,3,1,1697,60,9,38,11,714,819,81,1,
