Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,85,1,3,7,13,4,15,2,2,1,3308,205,65,123,16,718,814,58,2,
2013,84,1,3,7,13,4,15,2,2,1,3430,233,72,150,11,702,812,52,1,
2014,82,1,3,7,13,4,13,2,2,1,3287,176,50,114,11,683,796,57,3,
2015,81,1,3,7,13,4,14,2,2,1,3412,200,55,127,16,691,801,54,2,
2016,81,1,3,7,12,4,13,2,2,1,3261,215,66,126,22,678,793,49,3,
2017,81,1,3,7,12,4,12,2,1,1,3270,216,65,127,22,679,794,50,3,
2018,82,1,3,7,12,4,12,2,1,1,3279,219,65,129,22,681,796,51,3,
2019,82,1,3,7,12,4,12,2,1,1,3288,222,65,131,23,683,798,53,3,
2020,82,1,3,7,12,4,12,2,1,1,3297,224,65,134,24,685,799,54,3,
2021,83,1,3,7,12,4,13,2,1,1,3306,227,65,136,24,687,801,56,3,
