Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,59,1,1,2,6,4,10,2,3,3,3424,166,37,98,30,718,818,45,1,
2013,59,1,1,4,8,4,7,2,1,5,3566,181,47,106,27,681,808,43,1,
2014,52,1,1,2,7,3,7,2,1,3,4087,193,52,116,24,678,794,41,3,
2015,52,1,1,2,7,3,6,2,1,3,3891,218,66,131,21,673,772,48,8,
2016,50,1,1,3,6,3,6,2,1,3,3720,192,55,117,19,684,777,61,7,
2017,50,1,1,3,6,3,6,2,1,3,3731,193,54,118,19,687,780,62,6,
2018,50,1,1,3,6,3,6,2,1,3,3741,196,54,120,20,688,781,64,6,
2019,50,1,1,3,6,3,6,2,1,3,3751,198,54,122,20,690,783,66,7,
2020,50,1,1,3,6,3,6,2,1,3,3762,201,54,124,21,693,785,67,7,
2021,51,1,1,3,6,3,6,2,1,3,3772,203,54,126,22,695,787,69,7,
