Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,1408,1,82,27,72,13,383,98,16,6,23716,100,1,94,4,762,882,255,1,
2013,1436,1,83,32,72,8,391,94,17,5,24107,104,1,99,3,755,883,263,4,
2014,1416,1,78,30,72,6,402,93,18,5,25051,98,1,93,3,751,873,274,3,
2015,1437,1,78,32,75,8,409,94,18,5,25326,120,1,114,4,727,868,260,3,
2016,1436,1,80,28,74,8,400,101,17,3,25130,128,2,120,4,730,874,263,3,
2017,1442,1,80,27,74,7,400,102,16,3,25282,127,2,120,4,735,876,271,3,
2018,1450,1,81,28,75,7,401,103,16,3,25341,129,2,122,4,737,878,278,3,
2019,1457,1,82,28,75,7,402,104,16,3,25412,131,2,124,4,739,880,286,3,
2020,1465,1,82,28,76,7,403,106,16,3,25481,132,2,126,4,741,882,294,3,
2021,1473,1,83,28,77,7,404,107,16,3,25551,134,2,128,4,744,884,303,3,
