Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,10,1,1,1,1,1,2,1,4,2,396,126,30,63,32,775,866,15,1,
2013,10,1,1,2,1,1,2,1,3,1,335,146,32,59,53,776,856,20,1,
2014,10,1,1,2,1,1,2,1,3,1,240,150,41,75,33,804,908,33,1,
2015,10,1,1,2,1,1,2,1,4,1,259,138,34,73,30,795,876,34,1,
2016,9,1,1,2,1,1,2,1,4,1,247,161,60,68,32,773,866,12,1,
2017,9,1,1,2,1,1,2,1,3,1,246,163,60,69,33,776,870,12,1,
2018,9,1,1,2,1,1,2,1,3,1,247,165,60,70,34,778,871,12,1,
2019,9,1,1,2,1,1,2,1,3,1,248,167,60,71,35,781,873,13,1,
2020,9,1,1,2,1,1,2,1,3,1,248,169,60,72,36,783,875,13,1,
2021,9,1,1,2,1,1,2,1,3,1,249,171,60,73,37,785,877,13,1,
