Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,49,1,2,2,3,2,10,2,2,5,843,90,15,42,32,737,794,138,30,
2013,44,1,1,2,3,2,9,1,1,6,785,66,10,40,15,768,814,124,29,
2014,40,1,1,2,3,2,8,1,1,5,820,64,4,42,17,746,809,142,32,
2015,41,1,2,4,3,2,8,1,1,5,804,67,7,47,12,769,843,133,37,
2016,42,1,2,4,4,2,8,1,1,3,838,29,8,9,11,789,842,82,1,
2017,42,1,1,3,4,2,8,1,1,3,844,29,7,9,11,788,841,84,1,
2018,42,1,1,3,4,2,8,1,1,3,846,29,7,9,11,791,843,87,1,
2019,42,1,1,3,4,2,8,1,1,3,848,30,7,9,12,793,845,89,1,
2020,43,1,1,3,4,2,8,1,1,3,851,30,7,9,12,795,847,92,1,
2021,43,1,1,3,4,2,8,1,1,3,853,31,7,9,12,798,849,94,1,
