Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,341,1,9,48,22,9,52,19,8,12,16819,102,39,52,10,704,801,37,1,
2013,337,1,10,43,23,7,55,17,10,9,17085,135,55,70,9,701,801,44,1,
2014,340,1,14,41,20,7,54,19,10,7,17373,122,46,63,12,703,807,44,1,
2015,342,1,12,42,19,5,53,21,9,7,17239,141,57,70,13,718,811,43,1,
2016,339,1,12,37,20,6,57,23,10,8,17726,127,53,63,10,721,814,45,1,
2017,339,1,12,37,20,6,57,22,10,8,17771,128,52,63,10,721,815,46,1,
2018,341,1,12,37,20,6,57,23,10,8,17822,129,52,64,10,723,817,47,1,
2019,343,1,12,37,20,6,57,23,10,8,17870,131,52,66,10,725,819,49,1,
2020,345,1,12,37,20,6,57,23,9,8,17920,133,52,67,11,727,821,50,1,
2021,346,1,12,38,21,6,57,24,9,8,17969,134,52,68,11,730,822,51,1,
