Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,8,1,1,3,1,2,1,1,1,1,258,209,31,93,85,879,926,42,1,
2013,9,1,1,3,1,2,1,1,1,1,223,188,49,44,94,856,937,62,1,
2014,9,1,1,3,1,3,1,1,1,1,211,151,56,47,47,853,919,99,9,
2015,7,1,1,3,1,2,1,1,1,1,164,109,1,48,60,975,975,134,36,
2016,7,1,1,3,1,2,1,1,1,1,199,105,1,50,55,934,934,180,25,
2017,7,1,1,3,1,2,1,1,1,1,200,103,1,50,55,919,933,183,23,
2018,7,1,1,3,1,2,1,1,1,1,201,105,1,50,56,924,936,188,24,
2019,7,1,1,3,1,2,1,1,1,1,202,106,1,51,58,927,938,193,25,
2020,7,1,1,3,1,2,1,1,1,1,202,107,1,52,60,930,940,199,25,
2021,7,1,1,3,1,2,1,1,1,1,203,109,1,53,61,932,942,204,26,
