Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,11,1,1,5,1,1,1,1,1,1,916,80,16,48,16,762,853,40,1,
2013,10,1,1,4,1,1,1,1,1,1,898,114,42,65,6,753,836,24,1,
2014,10,1,1,4,1,1,1,1,1,1,911,82,35,39,7,744,814,37,1,
2015,13,1,1,5,1,1,1,1,1,1,860,79,37,36,5,751,840,53,1,
2016,12,1,1,4,1,1,1,1,1,1,826,77,23,50,3,813,875,66,1,
2017,11,1,1,3,1,1,1,1,1,1,831,78,23,51,3,814,875,67,1,
2018,11,1,1,3,1,1,1,1,1,1,833,79,23,51,3,817,877,68,1,
2019,11,1,1,3,1,1,1,1,1,1,835,80,23,52,3,819,879,70,1,
2020,11,1,1,3,1,1,1,1,1,1,837,81,23,53,3,822,881,72,1,
2021,11,1,1,4,1,1,1,1,1,1,840,82,23,54,3,824,883,74,1,
