Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,93,1,1,25,13,7,7,1,3,3,7984,119,48,62,8,638,757,45,1,
2013,92,1,1,25,12,8,5,1,3,3,7521,138,55,72,11,658,790,49,1,
2014,98,1,1,25,14,8,5,1,3,3,7483,140,54,81,5,648,782,52,1,
2015,104,1,1,27,16,8,5,2,2,5,7664,127,44,75,6,662,802,61,1,
2016,107,1,1,29,20,8,5,2,1,4,7060,116,34,74,8,687,822,59,1,
2017,107,1,1,29,19,8,5,1,1,3,7079,117,34,75,8,687,822,60,1,
2018,108,1,1,29,20,8,5,1,1,3,7099,119,34,76,8,689,824,62,1,
2019,108,1,1,29,20,8,5,1,1,3,7118,120,34,77,8,691,826,63,1,
2020,109,1,1,29,20,8,5,1,1,3,7138,122,34,79,8,693,828,65,1,
2021,109,1,1,30,20,8,5,1,1,3,7157,123,34,80,9,695,830,67,1,
