Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,73,1,1,1,23,12,3,2,3,1,2521,241,107,106,28,715,780,38,1,
2013,82,2,1,1,34,10,3,2,3,1,2520,225,80,111,32,717,786,40,1,
2014,80,2,1,2,33,10,2,2,3,1,2648,224,74,111,39,723,802,45,1,
2015,67,1,1,1,21,8,3,2,3,1,2627,196,64,95,36,700,780,38,1,
2016,71,1,1,2,22,8,4,2,4,1,2497,123,23,82,18,726,821,35,1,
2017,73,1,1,2,23,8,3,2,3,1,2490,124,23,83,18,731,824,36,1,
2018,73,1,1,2,23,8,3,2,3,1,2499,126,23,85,19,733,826,37,1,
2019,73,1,1,2,23,8,3,2,3,1,2506,127,23,86,19,735,828,38,1,
2020,74,1,1,2,23,8,3,2,3,1,2513,129,23,87,20,737,829,39,1,
2021,74,1,1,2,24,8,3,2,3,1,2519,131,23,89,20,739,831,40,1,
