Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,63,1,1,20,4,3,6,1,2,5,2494,204,107,84,13,588,699,31,1,
2013,61,1,1,18,4,3,6,1,2,5,2633,178,90,75,12,600,726,28,1,
2014,61,1,1,18,4,3,6,1,3,4,2506,141,65,61,14,619,745,33,1,
2015,64,1,1,19,4,5,6,1,3,4,2736,143,63,65,14,601,729,39,1,
2016,65,1,1,18,4,5,6,1,3,5,2628,140,60,66,12,617,746,35,1,
2017,64,1,1,17,4,4,6,1,2,5,2629,141,60,66,12,621,748,35,1,
2018,65,1,1,18,4,4,6,1,2,5,2636,143,60,67,12,623,750,36,1,
2019,65,1,1,18,4,4,6,1,2,5,2644,144,60,69,13,624,752,37,1,
2020,66,1,1,18,4,4,6,1,2,5,2651,146,60,70,13,626,753,38,1,
2021,66,1,1,18,4,4,6,1,2,5,2658,148,60,71,13,628,755,40,1,
