Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,410,2,13,43,27,10,65,14,13,4,5897,55,18,21,16,864,915,72,1,
2013,408,2,12,45,27,10,66,16,13,4,5936,33,1,17,15,857,925,66,1,
2014,414,2,13,49,28,10,65,18,12,4,5937,47,5,22,19,861,923,88,1,
2015,425,2,13,51,32,9,67,17,11,3,5849,54,7,28,17,849,911,66,1,
2016,415,3,13,48,28,8,67,18,11,3,5827,75,11,39,24,833,900,82,1,
2017,416,3,13,48,27,8,67,18,11,3,5865,75,10,39,24,837,902,85,1,
2018,418,3,13,48,28,8,67,18,11,3,5879,76,10,39,25,839,904,87,1,
2019,420,3,13,48,28,8,67,18,10,3,5895,77,10,40,26,842,906,90,1,
2020,422,3,13,49,28,8,67,19,10,3,5911,78,10,41,26,844,908,92,1,
2021,425,3,13,49,28,8,67,19,10,3,5928,79,10,41,27,847,910,95,1,
