Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,5,1,1,1,1,1,1,1,1,1,94,702,1,702,1,1,1000,1,1,
2013,5,1,1,1,1,1,1,1,1,1,48,708,1,708,1,1,1000,1,1,
2014,5,1,1,1,1,1,1,1,1,1,70,742,1,742,1,1,1000,1,1,
2015,5,1,1,1,1,1,1,1,1,1,67,731,1,731,1,1,1000,1,1,
2016,5,1,1,1,1,1,1,1,1,1,17,1000,1,1000,1,1,1000,1,1,
2017,5,1,1,1,1,1,1,1,1,1,17,1013,1,1017,1,1,1002,1,1,
2018,5,1,1,1,1,1,1,1,1,1,17,1026,1,1033,1,1,1004,1,1,
2019,5,1,1,1,1,1,1,1,1,1,17,1038,1,1050,1,1,1006,1,1,
2020,5,1,1,1,1,1,1,1,1,1,17,1051,1,1067,1,1,1009,1,1,
2021,5,1,1,1,1,1,1,1,1,1,17,1064,1,1085,1,1,1011,1,1,
