Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,107,1,4,6,6,5,10,5,1,3,6090,177,75,79,22,669,790,49,1,
2013,108,1,4,8,6,5,10,5,2,2,5939,182,73,88,21,681,799,52,1,
2014,102,1,5,5,7,5,8,4,4,3,5720,156,51,88,16,677,804,51,1,
2015,104,1,5,4,8,4,9,4,4,4,5879,250,93,143,13,668,787,50,1,
2016,106,1,4,5,8,4,9,4,4,4,5834,221,70,135,16,681,801,61,1,
2017,106,1,4,5,7,4,8,4,3,3,5853,219,68,134,16,684,803,62,1,
2018,107,1,4,5,8,4,8,4,3,3,5870,222,68,137,17,686,805,64,1,
2019,107,1,4,5,8,4,8,4,3,3,5886,225,68,139,17,688,807,66,1,
2020,108,1,4,5,8,4,8,4,3,4,5902,228,68,141,18,690,809,68,1,
2021,108,1,4,5,8,4,8,4,3,4,5918,231,68,144,18,692,810,70,1,
