Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,1,1,1,1,1,1,1,1,1,1,425,1,1,1,1,931,957,1,1,
2013,1,1,1,1,1,1,1,1,1,1,421,1,1,1,1,900,961,1,1,
2014,2,1,1,1,1,1,1,1,1,1,419,1,1,1,1,887,935,35,1,
2015,2,1,1,1,1,1,1,1,1,1,486,1,1,1,1,730,779,51,1,
2016,3,1,1,1,1,1,1,1,1,1,473,31,1,21,10,704,752,76,1,
2017,3,1,1,1,1,1,1,1,1,1,471,30,1,21,10,725,762,77,1,
2018,3,1,1,1,1,1,1,1,1,1,472,31,1,21,10,724,763,79,1,
2019,3,1,1,1,1,1,1,1,1,1,473,31,1,21,11,727,765,81,1,
2020,3,1,1,1,1,1,1,1,1,1,475,32,1,22,11,729,767,83,1,
2021,3,1,1,1,1,1,1,1,1,1,476,32,1,22,11,731,768,86,1,
