Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,11,1,1,2,1,1,1,1,1,1,333,219,108,111,1,735,801,36,1,
2013,13,1,2,2,1,1,1,1,1,1,363,190,101,88,1,763,812,35,1,
2014,13,1,2,2,1,1,1,1,1,1,296,13,1,13,1,878,891,54,1,
2015,14,2,2,2,1,1,1,1,1,1,312,51,1,51,1,961,987,57,1,
2016,14,2,2,2,1,1,1,1,1,1,318,78,1,78,1,968,987,62,1,
2017,13,1,2,2,1,1,1,1,1,1,321,74,1,75,1,959,982,63,1,
2018,13,1,2,2,1,1,1,1,1,1,322,75,1,76,1,963,985,65,1,
2019,14,1,2,2,1,1,1,1,1,1,322,76,1,77,1,966,987,67,1,
2020,14,1,2,2,1,1,1,1,1,1,323,76,1,79,1,969,989,69,1,
2021,14,1,2,2,1,1,1,1,1,1,324,77,1,80,1,971,992,71,1,
