Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,1152,2,50,49,198,13,301,52,25,4,29145,168,16,140,11,670,868,134,3,
2013,1175,2,50,51,202,12,310,51,23,4,28415,172,15,144,11,680,872,128,2,
2014,1177,2,49,46,186,14,316,53,22,9,29069,168,14,141,11,677,859,122,3,
2015,1196,2,43,52,192,15,305,62,22,11,28929,153,9,132,12,673,858,124,3,
2016,1162,1,43,47,186,13,300,63,24,6,29487,155,12,134,8,681,855,133,4,
2017,1167,1,44,46,186,12,302,62,23,5,29597,156,12,136,8,683,857,136,4,
2018,1173,1,44,46,188,12,302,63,23,5,29675,158,12,138,8,685,859,140,4,
2019,1179,1,45,47,190,12,303,64,23,6,29757,160,12,140,8,687,861,144,4,
2020,1185,1,45,47,192,12,304,64,23,6,29839,162,12,142,8,689,862,148,4,
2021,1191,1,45,47,193,12,305,65,23,6,29921,164,12,145,9,691,864,152,4,
