Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,53,1,1,6,9,1,5,1,9,4,1447,115,57,46,11,726,805,74,1,
2013,53,1,1,4,9,1,5,1,9,5,1217,94,48,32,13,768,822,81,1,
2014,52,1,1,4,8,1,6,1,9,4,1324,99,44,42,12,768,830,55,1,
2015,54,1,1,4,8,1,4,1,10,5,1305,94,45,40,8,761,810,72,1,
2016,60,1,3,3,8,1,3,1,10,7,1375,64,16,39,8,798,842,86,1,
2017,59,1,3,3,8,1,3,1,9,6,1375,64,15,39,8,801,845,87,1,
2018,60,1,3,3,8,1,3,1,9,6,1379,65,15,40,8,803,847,90,1,
2019,60,1,3,3,8,1,3,1,9,7,1383,66,16,41,8,806,848,92,1,
2020,60,1,3,3,8,1,3,1,9,7,1387,67,16,41,9,808,850,95,1,
2021,61,1,3,3,8,1,3,1,9,7,1391,68,16,42,9,811,852,98,1,
