Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,7,1,1,1,1,1,1,1,1,1,576,171,69,72,29,697,793,81,1,
2013,6,1,1,1,1,1,1,1,1,1,548,147,27,91,29,737,781,52,1,
2014,6,1,1,1,1,1,1,1,1,1,576,201,65,116,19,725,784,43,3,
2015,6,1,1,1,1,1,1,1,1,1,631,172,52,99,20,665,755,57,3,
2016,6,1,1,1,1,1,1,1,1,1,601,151,49,81,19,655,750,54,6,
2017,6,1,1,1,1,1,1,1,1,1,600,152,49,82,19,665,753,54,6,
2018,6,1,1,1,1,1,1,1,1,1,601,154,49,83,20,665,755,56,6,
2019,6,1,1,1,1,1,1,1,1,1,603,156,49,85,20,668,756,58,6,
2020,6,1,1,1,1,1,1,1,1,1,605,158,49,86,21,669,758,59,6,
2021,6,1,1,1,1,1,1,1,1,1,606,160,49,87,22,671,760,61,6,
