Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,308,1,4,39,35,22,55,13,22,11,8278,47,14,20,12,694,783,78,1,
2013,317,1,5,40,36,19,57,12,21,9,8429,55,14,24,16,705,786,98,1,
2014,310,1,6,42,33,18,53,15,21,9,8581,52,11,28,13,725,801,95,2,
2015,317,1,7,45,32,21,52,18,19,10,8735,48,9,25,13,730,808,76,2,
2016,328,1,6,42,31,19,53,20,22,11,8892,35,4,18,12,728,814,66,1,
2017,329,1,5,41,31,18,53,19,22,11,8931,35,4,18,12,729,815,68,1,
2018,331,1,6,42,31,18,53,20,22,11,8953,35,4,18,12,731,817,70,1,
2019,333,1,6,42,32,18,53,20,22,11,8978,36,4,18,13,734,819,72,1,
2020,334,1,6,42,32,18,53,20,21,11,9003,36,4,19,13,736,821,74,1,
2021,336,1,6,43,32,18,53,20,21,11,9028,37,4,19,13,738,822,76,1,
