Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,1,1,1,1,1,1,1,1,1,1,72,1,1,1,1,680,750,55,1,
2013,1,1,1,1,1,1,1,1,1,1,87,1,1,1,1,724,793,80,1,
2014,1,1,1,1,1,1,1,1,1,1,116,1,1,1,1,750,750,77,1,
2015,1,1,1,1,1,1,1,1,1,1,130,1,1,1,1,792,792,61,1,
2016,1,1,1,1,1,1,1,1,1,1,103,1,1,1,1,728,728,97,1,
2017,1,1,1,1,1,1,1,1,1,1,103,1,1,1,1,724,727,100,1,
2018,1,1,1,1,1,1,1,1,1,1,103,1,1,1,1,727,728,103,1,
2019,1,1,1,1,1,1,1,1,1,1,103,1,1,1,1,729,730,106,1,
2020,1,1,1,1,1,1,1,1,1,1,103,1,1,1,1,732,732,109,1,
2021,1,1,1,1,1,1,1,1,1,1,104,1,1,1,1,734,733,112,1,
