Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,232,1,12,34,18,3,73,23,10,3,9850,24,6,16,1,534,667,20,1,
2013,237,1,11,33,21,5,75,24,14,2,10097,29,11,17,1,522,663,16,1,
2014,263,1,11,32,23,8,84,26,18,2,10023,62,25,37,1,527,687,11,1,
2015,278,1,11,37,27,7,83,27,14,3,10146,74,32,41,1,528,697,11,1,
2016,276,1,13,37,22,5,84,27,13,2,10248,60,25,34,1,521,699,6,1,
2017,276,1,13,36,21,5,84,27,13,1,10294,60,24,34,1,522,699,6,1,
2018,277,1,13,36,22,5,84,27,13,1,10320,61,24,35,1,524,701,6,1,
2019,279,1,13,37,22,5,84,28,13,1,10349,61,24,35,1,525,703,6,1,
2020,280,1,13,37,22,5,85,28,13,1,10377,62,24,36,1,527,704,6,1,
2021,282,1,13,37,22,5,85,28,13,2,10406,63,24,36,1,528,706,6,1,
