Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,411,1,10,35,41,26,35,16,39,20,25024,235,91,135,8,634,770,80,7,
2013,413,1,11,34,43,27,39,16,42,20,25043,243,89,143,10,644,781,76,4,
2014,425,1,10,32,53,25,40,17,44,24,25623,237,88,140,9,642,780,82,4,
2015,442,1,10,33,66,26,41,16,40,23,25381,232,86,134,11,639,790,86,3,
2016,460,1,11,32,75,28,45,16,40,21,24876,238,89,139,10,630,795,97,3,
2017,461,1,11,32,73,27,45,16,40,21,24985,241,89,141,10,632,796,99,3,
2018,463,1,11,32,74,27,45,16,40,21,25050,244,89,143,10,634,798,102,3,
2019,466,1,11,32,75,27,45,16,40,22,25119,247,89,146,10,636,799,105,3,
2020,468,1,11,32,75,27,45,16,39,22,25188,250,89,148,11,638,801,108,3,
2021,471,1,11,33,76,28,45,17,39,22,25257,253,89,150,11,639,803,111,3,
