Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,25,1,1,5,2,3,2,1,1,1,6128,355,113,218,23,674,789,83,7,
2013,23,1,1,3,2,3,2,1,1,1,6503,366,101,238,25,692,789,64,3,
2014,23,1,1,3,2,3,2,1,1,1,6925,339,94,224,20,686,787,64,4,
2015,25,1,1,3,2,4,2,1,1,1,6984,320,98,203,18,683,786,47,4,
2016,28,1,1,6,2,4,3,1,1,1,7759,314,99,201,12,685,795,51,3,
2017,27,1,1,6,2,3,3,1,1,1,7800,319,99,205,12,687,796,53,3,
2018,27,1,1,6,2,3,3,1,1,1,7818,322,99,208,12,689,798,54,3,
2019,28,1,1,6,2,3,3,1,1,1,7840,326,99,211,13,691,800,56,3,
2020,28,1,1,6,2,3,3,1,1,1,7862,330,99,215,13,693,802,57,3,
2021,28,1,1,6,2,3,3,1,1,1,7883,335,99,218,13,695,804,59,3,
