Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,319,1,6,30,35,6,68,9,16,4,31753,37,16,19,1,668,765,36,1,
2013,370,1,5,40,41,5,82,9,17,3,32730,31,11,17,3,664,764,37,1,
2014,422,1,8,51,43,6,90,11,19,5,33465,37,15,16,5,662,764,36,1,
2015,470,1,12,51,58,7,96,14,21,6,34330,38,16,18,3,666,763,43,1,
2016,489,1,14,47,59,10,97,17,26,9,36866,48,16,25,6,659,748,39,1,
2017,490,1,13,48,57,9,97,16,25,8,37011,48,15,25,6,660,749,39,1,
2018,492,1,13,48,58,9,97,16,25,9,37106,49,16,25,6,662,751,41,1,
2019,495,1,13,48,58,9,97,17,25,9,37208,49,16,26,6,664,753,42,1,
2020,497,1,13,48,59,9,98,17,25,9,37311,50,16,26,6,666,754,43,1,
2021,500,1,13,49,60,9,98,17,25,9,37413,51,16,27,7,668,756,44,1,
