Year,JobsTotal,JobsAgriculture,jobsEntertainment,JobsConstruction, JobsHealthcare, JobsManufacturing, JobsProfessional, JobsRealestate, JobsTrade, JobsTransport, Population, Poverty, Poverty_Under18, Poverty_18to65, Poverty_Over65, Education, Work_Experience, Working_Fulltime, Working_Fulltime_Poverty 
2012,6,1,1,1,1,1,1,1,1,1,96,333,156,125,52,843,1000,93,1,
2013,5,1,1,1,1,1,1,1,1,1,112,339,169,107,62,705,1000,107,1,
2014,6,1,1,1,1,1,1,1,1,1,110,309,100,127,81,736,1000,72,1,
2015,6,1,1,1,1,1,1,1,1,1,142,239,133,105,1,683,964,1,1,
2016,6,1,1,1,1,1,1,1,1,1,163,159,79,79,1,638,950,1,1,
2017,6,1,1,1,1,1,1,1,1,1,165,162,78,80,1,646,954,1,1,
2018,6,1,1,1,1,1,1,1,1,1,165,164,78,82,1,647,956,1,1,
2019,6,1,1,1,1,1,1,1,1,1,165,166,78,83,1,649,958,1,1,
2020,6,1,1,1,1,1,1,1,1,1,166,168,78,84,1,651,960,1,1,
2021,6,1,1,1,1,1,1,1,1,1,166,170,78,86,1,653,962,1,1,
